"Statistic Label","Year","Gross Vehicle Weight","Fuel Type","Type of Carriage","Licensing Authority","UNIT","VALUE"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Hire or reward","Co. Waterford","Number","157"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Hire or reward","Co. Wicklow","Number","316"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Hire or reward","Co. Westmeath","Number","187"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Hire or reward","Co. Wexford","Number","586"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Hire or reward","Ireland","Number","12121"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Clare","Number","8788"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Cork","Number","39682"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Cavan","Number","8245"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Carlow","Number","5555"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Donegal","Number","15317"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Dublin","Number","72976"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Galway","Number","19407"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Kildare","Number","16733"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Kilkenny","Number","7819"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Kerry","Number","11863"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Longford","Number","3794"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Louth","Number","7521"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Limerick","Number","12620"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Leitrim","Number","3509"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Laois","Number","5849"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Meath","Number","14845"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Monaghan","Number","7309"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Mayo","Number","12473"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Offaly","Number","6305"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Roscommon","Number","5920"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Sligo","Number","5901"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Tipperary","Number","13480"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Waterford","Number","7543"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Wicklow","Number","9457"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Westmeath","Number","7843"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Co. Wexford","Number","12553"
"Goods vehicles","2023","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","All fuel types","Own account","Ireland","Number","343307"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Clare","Number","202"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Cork","Number","1105"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Cavan","Number","188"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Carlow","Number","149"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Donegal","Number","226"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Dublin","Number","2139"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Galway","Number","448"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Kildare","Number","419"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Kilkenny","Number","240"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Kerry","Number","312"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Longford","Number","85"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Louth","Number","205"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Limerick","Number","420"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Leitrim","Number","46"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Laois","Number","144"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Meath","Number","402"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Monaghan","Number","122"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Mayo","Number","345"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Offaly","Number","180"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Roscommon","Number","123"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Sligo","Number","185"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Tipperary","Number","338"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Waterford","Number","191"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Wicklow","Number","304"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Westmeath","Number","188"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Co. Wexford","Number","412"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Main use (own account and hire or reward)","Ireland","Number","9118"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Hire or reward","Co. Clare","Number","77"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Hire or reward","Co. Cork","Number","134"
"Goods vehicles","2023","N2 - Vehicles used for the carriage of goods and having a maximum mass exceeding 3.5 tonnes but not exceeding 12 tonnes","Diesel","Hire or reward","Co. Cavan","Number","21"
